repo,url,stars,language,created_at,age_years,merged_pull_requests,total_releases,pushed_at,days_since_update,open_issues,closed_issues,closed_issues_ratio
666ghj/BettaFish,https://github.com/666ghj/BettaFish,42036,Python,2024-07-01T13:11:38Z,2.13,119,6,2026-08-17T05:07:11Z,2,1,441,0.9977
fastlane/fastlane,https://github.com/fastlane/fastlane,42005,Ruby,2014-12-02T17:00:38Z,11.71,6482,568,2026-08-18T00:55:28Z,1,518,12786,0.9611
LC044/WeChatMsg,https://github.com/LC044/WeChatMsg,41972,,2023-01-11T05:03:49Z,3.6,62,0,2025-12-30T13:31:16Z,231,0,0,
nolimits4web/swiper,https://github.com/nolimits4web/swiper,41884,TypeScript,2012-03-14T19:11:45Z,14.43,629,103,2026-08-06T16:44:44Z,12,239,5592,0.959
psf/black,https://github.com/psf/black,41807,Python,2018-03-14T19:54:45Z,8.43,1890,55,2026-08-19T13:00:18Z,0,265,2553,0.906
agno-agi/agno,https://github.com/agno-agi/agno,41779,Python,2022-05-04T15:23:02Z,4.29,3630,231,2026-08-19T12:06:09Z,0,629,2129,0.7719
hexojs/hexo,https://github.com/hexojs/hexo,41772,TypeScript,2012-09-23T15:17:08Z,13.9,1000,118,2026-08-12T18:42:36Z,6,46,3955,0.9885
aria2/aria2,https://github.com/aria2/aria2,41744,C++,2010-11-27T09:41:48Z,15.73,258,24,2026-06-25T14:49:35Z,54,1097,829,0.4304
freefq/free,https://github.com/freefq/free,41731,,2020-06-07T02:48:33Z,6.2,0,0,2024-08-20T09:43:55Z,729,600,293,0.3281
dylanaraps/pure-bash-bible,https://github.com/dylanaraps/pure-bash-bible,41719,Shell,2018-06-13T01:39:33Z,8.18,28,0,2023-11-28T03:26:23Z,995,44,33,0.4286
chubin/cheat.sh,https://github.com/chubin/cheat.sh,41658,Python,2017-05-07T21:40:56Z,9.28,129,0,2025-12-23T18:48:24Z,238,134,139,0.5092
heygen-com/hyperframes,https://github.com/heygen-com/hyperframes,41654,TypeScript,2026-03-10T01:51:06Z,0.44,2143,353,2026-08-19T05:57:32Z,0,37,249,0.8706
dcloudio/uni-app,https://github.com/dcloudio/uni-app,41598,JavaScript,2018-07-12T08:52:39Z,8.1,583,0,2026-08-19T12:45:04Z,0,689,4410,0.8649
apache/dubbo,https://github.com/apache/dubbo,41553,Java,2012-06-19T07:56:02Z,14.17,6133,114,2026-08-13T18:29:17Z,5,834,6590,0.8877
yarnpkg/yarn,https://github.com/yarnpkg/yarn,41487,JavaScript,2016-01-19T17:39:16Z,10.58,1655,153,2026-05-12T11:09:42Z,99,1869,4755,0.7178
sxyazi/yazi,https://github.com/sxyazi/yazi,41484,Rust,2023-07-08T11:45:55Z,3.12,1275,32,2026-08-19T11:54:19Z,0,52,1901,0.9734
tabler/tabler,https://github.com/tabler/tabler,41482,Astro,2018-02-01T09:08:59Z,8.54,946,51,2026-08-18T23:52:59Z,0,56,1165,0.9541
chatboxai/chatbox,https://github.com/chatboxai/chatbox,41474,TypeScript,2023-03-06T12:22:15Z,3.46,81,60,2026-08-14T14:13:27Z,4,1151,1542,0.5726
hpcaitech/ColossalAI,https://github.com/hpcaitech/ColossalAI,41438,Python,2021-10-28T16:19:44Z,4.8,3708,50,2026-08-17T17:57:12Z,1,443,1297,0.7454
exelban/stats,https://github.com/exelban/stats,41290,Swift,2019-05-29T19:24:56Z,7.22,455,348,2026-08-18T16:50:06Z,0,25,2904,0.9915
nwjs/nw.js,https://github.com/nwjs/nw.js,41161,JavaScript,2012-01-04T06:21:10Z,14.62,576,0,2026-08-19T04:08:07Z,0,889,6567,0.8808
styled-components/styled-components,https://github.com/styled-components/styled-components,41121,TypeScript,2016-08-16T06:41:32Z,10.01,1067,239,2026-08-17T17:53:56Z,1,11,2998,0.9963
amruthpillai/reactive-resume,https://github.com/amruthpillai/reactive-resume,41120,TypeScript,2020-03-25T14:08:22Z,6.4,935,136,2026-08-19T03:49:18Z,0,101,2051,0.9531
XTLS/Xray-core,https://github.com/XTLS/Xray-core,41116,Go,2020-11-09T11:23:10Z,5.77,1425,119,2026-08-19T05:31:52Z,0,32,3063,0.9897
luongnv89/claude-howto,https://github.com/luongnv89/claude-howto,41103,Python,2025-11-07T22:59:34Z,0.78,69,10,2026-08-19T08:58:30Z,0,15,30,0.6667
vuetifyjs/vuetify,https://github.com/vuetifyjs/vuetify,41032,TypeScript,2016-09-12T00:39:35Z,9.93,4808,674,2026-08-19T11:50:33Z,0,282,15157,0.9817
bailicangdu/vue2-elm,https://github.com/bailicangdu/vue2-elm,41026,Vue,2016-12-23T01:49:20Z,9.65,21,0,2025-04-11T12:52:02Z,495,119,512,0.8114
gkd-kit/gkd,https://github.com/gkd-kit/gkd,41003,Kotlin,2023-07-04T03:59:15Z,3.13,16,75,2026-08-18T14:17:25Z,0,11,784,0.9862
zai-org/ChatGLM-6B,https://github.com/zai-org/ChatGLM-6B,40988,Python,2023-03-13T12:00:18Z,3.44,47,0,2024-06-27T04:05:25Z,783,566,750,0.5699
vercel-labs/agent-browser,https://github.com/vercel-labs/agent-browser,40941,Rust,2026-01-11T05:38:15Z,0.6,580,102,2026-08-18T20:10:38Z,0,331,244,0.4243
goabstract/Awesome-Design-Tools,https://github.com/goabstract/Awesome-Design-Tools,40926,JavaScript,2019-02-12T13:55:30Z,7.51,283,0,2024-07-28T19:57:31Z,751,27,26,0.4906
QSCTech/zju-icicles,https://github.com/QSCTech/zju-icicles,40871,HTML,2016-06-28T16:17:32Z,10.14,232,0,2026-01-20T11:01:02Z,211,9,69,0.8846
Hmbown/CodeWhale,https://github.com/Hmbown/CodeWhale,40826,Rust,2026-01-19T18:21:01Z,0.58,1753,133,2026-08-19T04:32:43Z,0,136,2360,0.9455
vim/vim,https://github.com/vim/vim,40771,Vim Script,2015-08-18T21:03:56Z,11.0,440,0,2026-08-18T21:07:28Z,0,1569,8158,0.8387
facebookresearch/faiss,https://github.com/facebookresearch/faiss,40766,C++,2017-02-07T16:07:05Z,9.52,137,28,2026-08-18T00:31:03Z,1,215,2564,0.9226
ashishps1/awesome-system-design-resources,https://github.com/ashishps1/awesome-system-design-resources,40766,Java,2023-10-25T01:50:42Z,2.82,3,0,2026-02-16T18:32:29Z,183,8,27,0.7714
appsmithorg/appsmith,https://github.com/appsmithorg/appsmith,40704,TypeScript,2020-06-30T04:07:36Z,6.14,14328,308,2026-08-19T06:18:36Z,0,4424,19323,0.8137
chatanywhere/GPT_API_free,https://github.com/chatanywhere/GPT_API_free,40684,,2023-04-23T12:42:08Z,3.32,1,0,2026-07-28T19:03:18Z,21,1,438,0.9977
remoteintech/remote-jobs,https://github.com/remoteintech/remote-jobs,40681,JavaScript,2015-10-13T03:49:25Z,10.85,1454,0,2026-08-11T12:07:57Z,8,4,200,0.9804
bradtraversy/50projects50days,https://github.com/bradtraversy/50projects50days,40614,CSS,2020-11-16T14:39:01Z,5.75,44,0,2025-02-26T13:49:39Z,538,0,0,
PatrickJS/awesome-cursorrules,https://github.com/PatrickJS/awesome-cursorrules,40611,JavaScript,2024-09-16T15:38:38Z,1.92,101,0,2026-05-30T18:01:29Z,80,8,58,0.8788
GyulyVGC/sniffnet,https://github.com/GyulyVGC/sniffnet,40598,Rust,2022-07-31T21:55:56Z,4.05,547,18,2026-08-19T12:14:58Z,0,56,312,0.8478
chakra-ui/chakra-ui,https://github.com/chakra-ui/chakra-ui,40585,TypeScript,2019-08-17T14:27:54Z,7.0,3018,1000,2026-08-18T10:19:10Z,1,4,4352,0.9991
trpc/trpc,https://github.com/trpc/trpc,40526,TypeScript,2020-07-18T01:17:11Z,6.09,3924,239,2026-08-13T21:58:09Z,5,154,1210,0.8871
ToolJet/ToolJet,https://github.com/ToolJet/ToolJet,40488,JavaScript,2021-03-30T08:51:34Z,5.39,9083,596,2026-08-19T12:32:52Z,0,552,4733,0.8956
pingcap/tidb,https://github.com/pingcap/tidb,40448,Go,2015-09-06T04:01:52Z,10.95,36058,215,2026-08-19T11:10:02Z,0,5197,18682,0.7824
duckdb/duckdb,https://github.com/duckdb/duckdb,40430,C++,2018-06-26T15:04:45Z,8.15,11661,63,2026-08-19T12:38:03Z,0,569,6878,0.9236
wg/wrk,https://github.com/wg/wrk,40389,C,2012-03-20T11:12:28Z,14.41,0,0,2023-12-30T10:33:51Z,963,0,0,
LizardByte/Sunshine,https://github.com/LizardByte/Sunshine,40322,C++,2021-12-15T23:38:57Z,4.67,2120,46,2026-08-19T07:18:02Z,0,97,1258,0.9284
php/php-src,https://github.com/php/php-src,40297,C,2011-06-16T01:52:25Z,15.18,5543,60,2026-08-19T12:22:25Z,0,955,4406,0.8219
nushell/nushell,https://github.com/nushell/nushell,40295,Rust,2019-05-10T16:59:42Z,7.27,9111,124,2026-08-19T00:25:11Z,0,1382,5903,0.8103
CorentinTh/it-tools,https://github.com/CorentinTh/it-tools,40281,Vue,2020-04-05T11:50:24Z,6.37,493,10,2026-08-16T11:35:00Z,3,487,225,0.316
ManimCommunity/manim,https://github.com/ManimCommunity/manim,40258,Python,2020-05-19T02:37:13Z,6.25,2129,34,2026-08-15T08:31:07Z,4,400,1405,0.7784
outline/outline,https://github.com/outline/outline,40245,TypeScript,2016-05-22T21:31:47Z,10.24,5251,166,2026-08-19T12:25:00Z,0,31,4195,0.9927
phaserjs/phaser,https://github.com/phaserjs/phaser,40169,JavaScript,2013-04-12T12:27:51Z,13.35,1746,178,2026-07-09T14:33:40Z,40,108,4543,0.9768
microsoft/BitNet,https://github.com/microsoft/BitNet,40103,C++,2024-08-05T09:07:38Z,2.04,34,0,2026-07-27T05:52:06Z,23,203,103,0.3366
photoprism/photoprism,https://github.com/photoprism/photoprism,40088,Go,2018-01-27T12:00:15Z,8.56,959,83,2026-08-19T12:31:21Z,0,435,2207,0.8354
gofiber/fiber,https://github.com/gofiber/fiber,40069,Go,2020-01-16T03:59:20Z,6.59,2421,142,2026-08-19T11:54:16Z,0,37,1701,0.9787
google-research/bert,https://github.com/google-research/bert,40047,Python,2018-10-25T22:57:34Z,7.81,32,0,2024-07-23T23:39:41Z,756,790,355,0.31
langchain-ai/langgraph,https://github.com/langchain-ai/langgraph,40010,Python,2023-08-09T18:33:12Z,3.03,3909,559,2026-08-19T00:23:46Z,0,458,1053,0.6969
evanw/esbuild,https://github.com/evanw/esbuild,40008,Go,2016-06-14T16:08:50Z,10.18,263,315,2026-08-09T17:20:12Z,9,543,3375,0.8614
Kong/insomnia,https://github.com/Kong/insomnia,39956,TypeScript,2016-04-23T03:54:26Z,10.32,4220,561,2026-08-19T09:25:46Z,0,738,3297,0.8171
schollz/croc,https://github.com/schollz/croc,39945,Go,2017-10-17T15:20:18Z,8.84,372,209,2026-08-19T09:08:55Z,0,1,620,0.9984
go-gorm/gorm,https://github.com/go-gorm/gorm,39910,Go,2013-10-25T08:31:38Z,12.82,790,12,2026-06-25T07:21:11Z,55,453,5691,0.9263
koalaman/shellcheck,https://github.com/koalaman/shellcheck,39893,Haskell,2012-11-17T03:15:11Z,13.75,346,30,2026-08-04T08:32:46Z,15,1115,1901,0.6303
siddharthvaddem/openscreen,https://github.com/siddharthvaddem/openscreen,39869,TypeScript,2025-10-10T05:36:55Z,0.86,195,13,2026-06-17T02:34:20Z,63,29,337,0.9208
videojs/video.js,https://github.com/videojs/video.js,39860,JavaScript,2010-05-14T18:45:10Z,16.26,1829,336,2026-08-03T10:03:33Z,16,617,4819,0.8865
llvm/llvm-project,https://github.com/llvm/llvm-project,39827,LLVM,2016-12-07T09:39:33Z,9.7,97088,159,2026-08-19T13:01:08Z,0,29240,68671,0.7014
2noise/ChatTTS,https://github.com/2noise/ChatTTS,39770,Python,2024-05-27T18:26:49Z,2.23,223,7,2026-04-10T16:33:48Z,130,57,619,0.9157
vadimdemedes/ink,https://github.com/vadimdemedes/ink,39692,TypeScript,2017-06-12T06:12:28Z,9.19,323,81,2026-08-12T00:11:46Z,7,16,416,0.963
novuhq/novu,https://github.com/novuhq/novu,39616,TypeScript,2021-08-26T15:22:44Z,4.98,8438,144,2026-08-19T12:37:02Z,0,54,1687,0.969
mindsdb/mindshub,https://github.com/mindsdb/mindshub,39606,Makefile,2018-08-02T17:56:45Z,8.04,5923,339,2026-08-13T21:48:08Z,5,1,4435,0.9998
qbittorrent/qBittorrent,https://github.com/qbittorrent/qBittorrent,39566,C++,2012-02-04T09:37:46Z,14.54,4409,4,2026-08-17T06:10:49Z,2,2568,15094,0.8546
floodsung/Deep-Learning-Papers-Reading-Roadmap,https://github.com/floodsung/Deep-Learning-Papers-Reading-Roadmap,39546,Python,2016-10-14T11:49:48Z,9.85,28,0,2022-11-27T13:18:32Z,1360,53,5,0.0862
google/styleguide,https://github.com/google/styleguide,39514,HTML,2015-05-20T19:18:59Z,11.25,201,0,2026-06-03T15:51:23Z,76,119,250,0.6775
lm-sys/FastChat,https://github.com/lm-sys/FastChat,39511,Python,2023-03-19T00:18:02Z,3.42,852,14,2026-05-01T00:25:53Z,110,896,1077,0.5459
DeusData/codebase-memory-mcp,https://github.com/DeusData/codebase-memory-mcp,39510,C,2026-02-24T22:01:00Z,0.48,504,46,2026-08-19T02:34:32Z,0,374,440,0.5405
halo-dev/halo,https://github.com/halo-dev/halo,39505,Java,2018-03-21T12:56:52Z,8.41,3229,269,2026-08-18T10:08:34Z,1,111,4597,0.9764
QuivrHQ/quivr,https://github.com/QuivrHQ/quivr,39405,Python,2023-05-12T23:53:30Z,3.27,1824,354,2025-07-09T12:55:23Z,406,13,1538,0.9916
TeamNewPipe/NewPipe,https://github.com/TeamNewPipe/NewPipe,39397,Java,2015-09-03T23:39:26Z,10.96,1888,147,2026-08-19T11:02:29Z,0,1387,8993,0.8664
pola-rs/polars,https://github.com/pola-rs/polars,39390,Rust,2020-05-13T19:45:33Z,6.26,13675,265,2026-08-19T10:30:48Z,0,2522,10607,0.8079
bojieli/ai-agent-book,https://github.com/bojieli/ai-agent-book,39387,Python,2025-09-09T02:41:44Z,0.94,722,1,2026-08-19T11:17:15Z,0,2,170,0.9884
AstrBotDevs/AstrBot,https://github.com/AstrBotDevs/AstrBot,39375,Python,2022-12-08T13:27:46Z,3.69,1713,250,2026-08-19T04:46:18Z,0,1045,5419,0.8383
google/leveldb,https://github.com/google/leveldb,39336,C++,2014-08-27T21:17:52Z,11.98,65,21,2026-03-11T04:06:29Z,161,259,542,0.6767
freeCodeCamp/devdocs,https://github.com/freeCodeCamp/devdocs,39309,Ruby,2013-10-24T18:16:07Z,12.82,1018,0,2026-08-16T00:41:20Z,3,181,1102,0.8589
suno-ai/bark,https://github.com/suno-ai/bark,39240,Jupyter Notebook,2023-04-07T19:34:48Z,3.36,19,0,2024-08-19T07:45:36Z,730,238,240,0.5021
ShareX/ShareX,https://github.com/ShareX/ShareX,39197,C#,2013-10-08T23:32:10Z,12.86,0,90,2026-08-18T00:24:56Z,1,654,6875,0.9131
drawdb-io/drawdb,https://github.com/drawdb-io/drawdb,39161,JavaScript,2023-07-16T17:09:20Z,3.09,439,0,2026-08-16T22:54:03Z,2,132,236,0.6413
HKUDS/LightRAG,https://github.com/HKUDS/LightRAG,38980,Python,2024-10-02T11:57:54Z,1.88,1560,82,2026-08-19T07:01:48Z,0,194,1333,0.873
google/googletest,https://github.com/google/googletest,38938,C++,2015-07-28T15:07:53Z,11.06,833,12,2026-08-18T14:47:19Z,0,325,2073,0.8645
wshobson/agents,https://github.com/wshobson/agents,38920,Python,2025-07-24T23:28:14Z,1.07,169,0,2026-08-18T15:56:45Z,0,2,113,0.9826
datalab-to/marker,https://github.com/datalab-to/marker,38856,Python,2023-10-30T20:14:08Z,2.8,233,72,2026-08-07T06:33:06Z,12,369,324,0.4675
deepseek-ai/awesome-deepseek-integration,https://github.com/deepseek-ai/awesome-deepseek-integration,38855,,2024-01-11T02:43:17Z,2.6,288,0,2026-02-23T16:27:47Z,176,37,163,0.815
mattermost/mattermost,https://github.com/mattermost/mattermost,38840,TypeScript,2015-06-15T06:50:02Z,11.18,22317,1000,2026-08-19T12:21:39Z,0,587,8751,0.9371
rapid7/metasploit-framework,https://github.com/rapid7/metasploit-framework,38830,Ruby,2011-08-30T06:13:20Z,14.97,12050,0,2026-08-18T15:21:12Z,0,497,6088,0.9245
aseprite/aseprite,https://github.com/aseprite/aseprite,38830,C++,2014-08-19T23:44:50Z,12.0,551,130,2026-08-18T21:44:38Z,0,1929,2725,0.5855
RSSNext/Folo,https://github.com/RSSNext/Folo,38825,TypeScript,2024-04-08T03:23:35Z,2.36,1517,113,2026-08-17T23:35:22Z,1,378,2260,0.8567
preactjs/preact,https://github.com/preactjs/preact,38823,JavaScript,2015-09-11T02:40:18Z,10.94,2084,251,2026-08-17T09:39:32Z,2,19,1922,0.9902
Dogfalo/materialize,https://github.com/Dogfalo/materialize,38816,JavaScript,2014-09-12T19:35:38Z,11.93,449,41,2026-07-31T14:51:54Z,18,623,4598,0.8807
YunaiV/ruoyi-vue-pro,https://github.com/YunaiV/ruoyi-vue-pro,38812,Java,2021-01-24T03:18:25Z,5.57,78,66,2026-08-14T16:49:53Z,4,8,793,0.99
DioxusLabs/dioxus,https://github.com/DioxusLabs/dioxus,38810,Rust,2021-01-15T01:57:26Z,5.59,2081,42,2026-08-14T03:17:38Z,5,636,1974,0.7563
spacedriveapp/spacedrive,https://github.com/spacedriveapp/spacedrive,38792,Rust,2021-09-27T05:09:04Z,4.89,1968,28,2026-07-29T00:31:28Z,21,28,522,0.9491
lapce/lapce,https://github.com/lapce/lapce,38746,Rust,2018-02-06T08:41:06Z,8.53,1184,35,2026-07-15T11:27:37Z,35,824,1210,0.5949
ajeetdsouza/zoxide,https://github.com/ajeetdsouza/zoxide,38722,Rust,2020-03-05T13:11:40Z,6.45,264,38,2026-08-19T10:40:09Z,0,99,650,0.8678
ant-design/ant-design-pro,https://github.com/ant-design/ant-design-pro,38682,TypeScript,2017-08-25T10:40:44Z,8.98,1181,34,2026-08-17T18:49:56Z,1,42,9800,0.9957
Yeachan-Heo/oh-my-claudecode,https://github.com/Yeachan-Heo/oh-my-claudecode,38660,TypeScript,2026-01-09T03:36:29Z,0.61,1670,244,2026-08-18T12:34:36Z,1,2,1381,0.9986
bytedance/UI-TARS-desktop,https://github.com/bytedance/UI-TARS-desktop,38643,TypeScript,2025-01-19T09:04:43Z,1.58,1074,38,2026-08-05T02:48:59Z,14,320,218,0.4052
naptha/tesseract.js,https://github.com/naptha/tesseract.js,38638,JavaScript,2015-06-24T02:49:52Z,11.15,205,57,2026-05-17T04:19:12Z,94,31,707,0.958
gto76/python-cheatsheet,https://github.com/gto76/python-cheatsheet,38635,Python,2018-01-25T04:16:53Z,8.56,0,1,2026-07-29T14:56:37Z,20,0,27,1.0
google-research/google-research,https://github.com/google-research/google-research,38579,Jupyter Notebook,2018-10-04T18:42:48Z,7.87,34,0,2026-08-16T18:45:46Z,2,1112,352,0.2404
chatchat-space/Langchain-Chatchat,https://github.com/chatchat-space/Langchain-Chatchat,38553,Python,2023-03-31T12:12:45Z,3.39,621,31,2025-11-10T09:27:42Z,282,6,4243,0.9986
huiyadanli/RevokeMsgPatcher,https://github.com/huiyadanli/RevokeMsgPatcher,38522,C#,2019-07-21T15:12:52Z,7.08,14,21,2026-08-16T12:51:44Z,3,57,993,0.9457
kilimchoi/engineering-blogs,https://github.com/kilimchoi/engineering-blogs,38522,Ruby,2015-06-13T18:25:17Z,11.18,681,0,2024-08-21T13:01:11Z,728,21,77,0.7857
google/langextract,https://github.com/google/langextract,38437,Python,2025-07-08T20:46:06Z,1.11,121,18,2026-08-19T07:21:21Z,0,75,121,0.6173
httpie/cli,https://github.com/httpie/cli,38431,Python,2012-02-25T12:39:13Z,14.48,406,47,2024-12-17T17:30:35Z,609,187,724,0.7947
dotnet/aspnetcore,https://github.com/dotnet/aspnetcore,38376,C#,2014-03-11T06:09:42Z,12.44,19835,296,2026-08-19T12:47:08Z,0,3773,35988,0.9051
istio/istio,https://github.com/istio/istio,38359,Go,2016-11-18T23:57:21Z,9.75,30578,448,2026-08-19T12:43:12Z,0,383,21704,0.9827
portainer/portainer,https://github.com/portainer/portainer,38271,TypeScript,2016-05-19T20:15:28Z,10.25,4786,189,2026-08-18T13:16:00Z,0,699,5419,0.8857
frappe/erpnext,https://github.com/frappe/erpnext,38261,Python,2011-06-08T08:20:56Z,15.2,32160,1000,2026-08-19T13:00:00Z,0,1775,16829,0.9046
umami-software/umami,https://github.com/umami-software/umami,38252,TypeScript,2020-07-17T07:59:00Z,6.09,960,109,2026-08-18T21:16:08Z,0,43,2190,0.9807
sqlmapproject/sqlmap,https://github.com/sqlmapproject/sqlmap,38223,Python,2012-06-26T09:52:15Z,14.15,185,11,2026-08-18T12:50:42Z,1,25,5409,0.9954
PhilJay/MPAndroidChart,https://github.com/PhilJay/MPAndroidChart,38194,Java,2014-04-25T14:29:47Z,12.31,191,44,2025-06-05T07:06:39Z,440,2067,2898,0.5837
impress/impress.js,https://github.com/impress/impress.js,38174,JavaScript,2011-12-28T22:23:19Z,14.64,125,15,2026-07-23T07:05:16Z,27,51,434,0.8948
huihut/interview,https://github.com/huihut/interview,38139,C++,2018-02-09T09:49:48Z,8.52,36,0,2025-08-24T07:01:54Z,360,2,65,0.9701
ueberdosis/tiptap,https://github.com/ueberdosis/tiptap,38075,TypeScript,2018-08-20T19:58:58Z,7.99,1797,984,2026-08-19T01:43:12Z,0,754,2926,0.7951
xyflow/xyflow,https://github.com/xyflow/xyflow,38054,TypeScript,2019-07-15T14:47:30Z,7.09,1597,384,2026-08-19T12:35:22Z,0,88,2323,0.9635
docker/compose,https://github.com/docker/compose,38048,Go,2013-12-09T11:40:58Z,12.69,3967,284,2026-08-19T12:47:09Z,0,66,8321,0.9921
harness/harness,https://github.com/harness/harness,38023,Go,2014-02-07T07:54:44Z,12.53,1060,59,2026-08-19T12:33:50Z,0,94,1940,0.9538
github/awesome-copilot,https://github.com/github/awesome-copilot,38004,Python,2025-06-11T16:57:39Z,1.19,1256,0,2026-08-19T09:25:57Z,0,42,426,0.9103
hyprwm/Hyprland,https://github.com/hyprwm/Hyprland,37949,C++,2022-03-16T19:49:13Z,4.42,2929,117,2026-08-19T11:24:19Z,0,51,7664,0.9934
vlang/v,https://github.com/vlang/v,37798,V,2019-02-08T02:57:06Z,7.53,13794,304,2026-08-19T10:56:32Z,0,38,10721,0.9965
FreeCodeCampChina/freecodecamp.cn,https://github.com/FreeCodeCampChina/freecodecamp.cn,37774,CSS,2016-09-30T03:13:43Z,9.88,55,0,2023-07-16T16:48:59Z,1129,143,445,0.7568
PostHog/posthog,https://github.com/PostHog/posthog,37772,Python,2020-01-23T22:46:58Z,6.57,54444,902,2026-08-19T13:02:28Z,0,3374,7097,0.6778
servo/servo,https://github.com/servo/servo,37733,Rust,2012-02-08T19:07:25Z,14.52,25746,13,2026-08-19T12:33:38Z,0,2929,13416,0.8208
anthropics/prompt-eng-interactive-tutorial,https://github.com/anthropics/prompt-eng-interactive-tutorial,37711,Jupyter Notebook,2024-04-02T15:52:00Z,2.38,1,0,2026-03-01T17:07:40Z,170,38,4,0.0952
denysdovhan/wtfjs,https://github.com/denysdovhan/wtfjs,37675,JavaScript,2017-07-14T15:42:12Z,9.1,127,25,2026-07-03T09:48:44Z,47,23,96,0.8067
TencentARC/GFPGAN,https://github.com/TencentARC/GFPGAN,37659,Python,2021-03-19T06:18:20Z,5.42,14,8,2024-07-26T18:44:02Z,753,375,135,0.2647
Wei-Shaw/sub2api,https://github.com/Wei-Shaw/sub2api,37653,Go,2025-12-18T02:26:18Z,0.67,1447,38,2026-08-19T12:28:37Z,0,2058,948,0.3154
NervJS/taro,https://github.com/NervJS/taro,37643,TypeScript,2018-04-08T09:32:26Z,8.36,3498,211,2026-08-17T07:57:14Z,2,1493,12079,0.89
RVC-Project/Retrieval-based-Voice-Conversion-WebUI,https://github.com/RVC-Project/Retrieval-based-Voice-Conversion-WebUI,37639,Python,2023-03-27T09:59:10Z,3.4,0,8,2026-08-04T07:47:32Z,15,565,1483,0.7241
fengdu78/Coursera-ML-AndrewNg-Notes,https://github.com/fengdu78/Coursera-ML-AndrewNg-Notes,37588,HTML,2017-11-04T10:04:08Z,8.79,14,0,2025-08-25T04:02:38Z,359,55,15,0.2143
shiyu-coder/Kronos,https://github.com/shiyu-coder/Kronos,37567,Python,2025-07-01T02:54:32Z,1.13,19,0,2026-04-13T12:38:49Z,128,206,85,0.2921
karpathy/LLM101n,https://github.com/karpathy/LLM101n,37506,,2024-05-27T00:23:38Z,2.23,0,0,2024-08-01T01:20:33Z,748,0,0,
TriliumNext/Trilium,https://github.com/TriliumNext/Trilium,37499,TypeScript,2017-05-23T00:30:20Z,9.24,3188,353,2026-08-19T11:50:51Z,0,606,4969,0.8913
aquasecurity/trivy,https://github.com/aquasecurity/trivy,37497,Go,2019-04-11T01:01:07Z,7.36,3714,92,2026-08-19T06:08:28Z,0,166,2952,0.9468
alibaba/arthas,https://github.com/alibaba/arthas,37493,Java,2018-08-29T17:15:57Z,7.97,626,78,2026-08-14T02:31:32Z,5,391,1772,0.8192
directus/directus,https://github.com/directus/directus,37464,TypeScript,2012-12-12T01:35:36Z,13.68,9179,372,2026-08-19T08:28:57Z,0,348,9646,0.9652
alebcay/awesome-shell,https://github.com/alebcay/awesome-shell,37461,,2014-07-07T01:57:42Z,12.12,307,0,2025-08-28T14:40:51Z,355,41,23,0.3594
PKUanonym/REKCARC-TSC-UHT,https://github.com/PKUanonym/REKCARC-TSC-UHT,37432,HTML,2019-04-05T03:31:23Z,7.37,198,0,2026-07-19T14:30:25Z,30,4,33,0.8919
stanfordnlp/dspy,https://github.com/stanfordnlp/dspy,37413,Python,2023-01-09T21:01:51Z,3.61,1702,110,2026-08-19T12:22:39Z,0,313,1343,0.811
LAION-AI/Open-Assistant,https://github.com/LAION-AI/Open-Assistant,37407,Python,2022-12-13T05:24:17Z,3.68,1616,127,2024-08-17T01:55:35Z,732,229,1420,0.8611
exacity/deeplearningbook-chinese,https://github.com/exacity/deeplearningbook-chinese,37362,TeX,2016-12-07T11:46:51Z,9.7,16,7,2019-12-03T04:25:44Z,2451,65,139,0.6814
pbatard/rufus,https://github.com/pbatard/rufus,37348,C,2011-11-19T19:12:05Z,14.75,1,90,2026-08-03T11:33:58Z,16,9,2688,0.9967
eugenp/tutorials,https://github.com/eugenp/tutorials,37325,Java,2013-04-29T18:26:36Z,13.3,13834,0,2026-08-18T20:04:28Z,0,13,778,0.9836
openai/gym,https://github.com/openai/gym,37240,Python,2016-04-27T14:59:16Z,10.31,1000,19,2026-03-26T23:13:27Z,145,113,1725,0.9385
0voice/interview_internal_reference,https://github.com/0voice/interview_internal_reference,37236,Python,2019-06-10T06:54:19Z,7.19,35,0,2025-10-22T09:39:06Z,301,32,19,0.3725
myshell-ai/OpenVoice,https://github.com/myshell-ai/OpenVoice,37158,Python,2023-11-29T12:17:01Z,2.72,18,0,2025-04-19T16:00:00Z,486,284,75,0.2089
SagerNet/sing-box,https://github.com/SagerNet/sing-box,37123,Go,2022-06-30T13:27:22Z,4.13,210,584,2026-08-17T09:46:55Z,2,265,3021,0.9194
IceWhaleTech/CasaOS,https://github.com/IceWhaleTech/CasaOS,37097,Go,2021-09-26T02:33:09Z,4.9,275,97,2025-08-06T08:54:04Z,378,817,904,0.5253
huggingface/pytorch-image-models,https://github.com/huggingface/pytorch-image-models,37075,Python,2019-02-02T05:51:12Z,7.54,559,78,2026-08-11T20:56:26Z,7,42,994,0.9595
markedjs/marked,https://github.com/markedjs/marked,37064,JavaScript,2011-07-24T13:15:51Z,15.07,1740,179,2026-08-18T16:36:02Z,0,8,1677,0.9953
